RGUID,ImpressionTime,ImpressionDate,ABTestID,CleansedQuery,RawQuery,ReturnedAdCnt,TQS_qasp,Decile,ValidSearch,PublisherId,PublisherAccountId,BingAlteredQuery,BingAugments,EnableLogType,EMListingNumbers,PMListingNumbers,BMListingNumbers,SMListingNumbers,EMListingCnt_MU,PMListingCnt_MU,BMListingCnt_MU,SMListingCnt_MU,ExpandedMatchesCnt,QoQMatchesCnt,PhraseMatchCnt,FormCode,DeviceMake,DeviceModel,DeviceOSVersion,MarketplaceClassificationId,RelatedToAccountId,MediumId,Market,DeviceTypeId
00193366d7dd487cb3325e8feae293fb,"1:52 AM","7/17/2016",6123,,89.108.76.197:8123,0,,1,0,-230887,215923,,,0,0,0,0,0,0,0,0,0,0,0,0,NOFORM,,,,1,Bing,1,zh-cn,1
0019473f85284547b78c7261d70b5a5c,"1:48 AM","7/17/2016",30803,gansu minority literature series jishishan road chinese edition old used,the gansu minority literature series jishishan the road chinese edition old-used,0,,0,0,-3004952,944231,,,7,0,0,0,0,0,428,0,0,0,15,31,NOFORM,,,6.1,1,Yahoo,1,en-us,1
0019579cdad745ca9800689b28406da7,"1:12 AM","7/17/2016",36787,enochian symbols,enochian symbols,0,,6,1,14177696,2426409,,,7,0,50,49,0,11,175,1,978,50,1,1,NOFORM,,,6.1,2,Yahoo,1,en-us,1
0019b979351643f4856dd9048bb9bceb,"12:43 AM","7/17/2016",25772,,http://businesslistsaustralia.com/restaurants-2 email,0,,1,0,-230887,215923,,,7,0,0,0,0,0,0,0,0,0,0,0,PERE,,,6.1,1,Bing,1,en-us,1
0019cac1e2ad4334a9ce182eb467f7f7,"1:41 AM","7/17/2016",1043,socioeconomic status,socioeconomic status,5,,5,1,2008826,962656,,,7,0,56,45,10,21,479,0,281,56,0,2,YHOOMO,,,10.0,1,Yahoo,1,en-us,1
0019cbe4282b4afdae29138684d6851b,"1:22 AM","7/17/2016",11862,,site:org.rs url ruda,0,,1,0,-230887,215923,,,7,0,0,0,0,0,0,0,0,0,0,0,QBLH,,,unknown,1,Bing,1,zh-hk,1
001a1114b8ea4561aa9ad5e5a66c9c29,"1:47 AM","7/17/2016",33130,,4h - purpurite metallic,0,,0,1,14177696,2426409,,,0,0,0,0,0,0,0,0,0,0,0,0,NOFORM,,,unknown,2,Yahoo,1,en-us,1
001a211c55c540ebbdef5142634de2d9,"1:42 AM","7/17/2016",3579,vertilux,vertilux,0,,5,1,4005622,1224318,,,7,0,8,0,0,4,0,0,0,8,0,0,NOFORM,Apple,iPhone,7.0.4,1,Yahoo,3,es-es,2
001aac902d5e4308ade3fa9f613f0285,"1:13 AM","7/17/2016",11862,,site:org.rs url pwof,0,,1,0,-230887,215923,,,7,0,0,0,0,0,0,0,0,0,0,0,QBLH,,,unknown,1,Bing,1,zh-hk,1
001b1eb2410045279a202571fd981e64,"1:46 AM","7/17/2016",34528,swatch jewelry,swatch jewelry,1,,6,1,230887,239638,,,7,0,89,4,72,39,15268,1,6203,89,3,0,MB1078,NOKIA,Lumia 520,8.0,1,Bing,3,en-us,2
001b21636db348c89206f485c990a534,"1:05 AM","7/17/2016",25772,,instreamset:(url):"title=åˆ©ç”¨è€…â€%c2%90ä¼šè©±:" caenogenetically,0,,1,0,-230887,215923,,,0,0,0,0,0,0,0,0,0,0,0,0,SECNEN,,,6.1,1,Bing,1,en-us,1
001b2ee0fcd045ac98cf1d47496c4d10,"1:10 AM","7/17/2016",1040,,perder peso dieta recoger compra,0,,0,0,-3004952,962517,,,7,0,0,0,0,0,0,0,0,0,0,0,NOFORM,,,,1,Yahoo,3,en-us,3
001b3f9ea83043109d8fa03f5a70804c,"1:15 AM","7/17/2016",1006,,"deja un comentario" -"wordpress.com" isabelle,0,,0,0,-3004994,944331,,,0,0,0,0,0,0,0,0,0,0,0,0,YHOOIL,,,6.1,1,Yahoo,1,en-us,1
001bc8849eb841639e111e2f8986cbc2,"1:48 AM","7/17/2016",3230,auramancer,auramancer,0,,7,1,230887,239638,,,7,0,5,0,0,5,0,0,2,5,0,0,MB1014,NOKIA,Lumia 925,8.1,1,Bing,3,pt-br,2
001bd45a46e0424bbfec7beb40cc1806,"1:33 AM","7/17/2016",1006,,jutor,0,,0,0,-3004952,944231,,,0,0,0,0,0,0,0,0,0,0,0,0,NOFORM,,,6.0,1,Yahoo,1,en-us,1
001c458ad3b64d3cb7b8a01d77bc7b33,"1:39 AM","7/17/2016",30803,,teacher assistant gift login,0,,0,0,-3004952,1195816,,,0,0,0,0,0,0,0,0,0,0,0,0,YHOOIL,,,6.3,1,Yahoo,1,en-us,1
001c6e4e70af42249f63824a6b0886ca,"1:32 AM","7/17/2016",36869,wnc nn5 site gov rs,wnc 5 site:gov.rs,0,,0,0,-230887,215923,,,7,0,10,0,9,0,63,6,0,10,1,0,PERE16,,,unknown,1,Bing,1,en-gb,1
001d371cddf04a27afb7a26825f2d79e,"1:04 AM","7/17/2016",2759,youtube,youtube,4,,1,1,5005950,1224298,,,7,0,8,0,0,897,0,0,703,8,0,0,YHOOBR,,,6.1,1,Yahoo,1,pt-br,1
001e764444a645f59a4eb0fbea9321aa,"1:20 AM","7/17/2016",2526,,site:l7uzx.page.tc a,0,,1,0,-230887,215923,,,7,0,0,0,0,0,0,0,0,0,0,0,QBLH,,,unknown,1,Bing,1,es-mx,1
001e7884e74748ee900edcd87d4fe9a2,"1:23 AM","7/17/2016",36687,,gillian anderson plastic surgery,0,,1,0,-230887,215923,,,7,0,0,0,0,0,0,0,0,0,0,0,PORE,,,6.2,1,Bing,1,en-us,1
001fc5b130bf4e15a2f0c4b5fff3d12a,"1:45 AM","7/17/2016",6217,offset quadrant enclosures,offset quadrant enclosures,0,,10,0,-3004952,962517,,,0,0,16,0,8,11,106,8,347,16,7,0,NOFORM,Apple,iPhone,4.0,1,Yahoo,3,en-gb,2
001fcd336d034dde8afcf980a38e2943,"1:46 AM","7/17/2016",3151,acer aspire nx g0ysm nn003 review,"acer aspire nx.g0ysm.003 review",0,,5,0,-3004952,944234,,,7,0,97,0,97,0,1450,189,4923,97,0,26,YEUSNW,,,6.0,2,Yahoo,1,en-us,1
00203c4ac2284d8395c82fc0e7157636,"1:13 AM","7/17/2016",36694,texas roadhouse,texas roadhouse,4,,2,1,3004952,1195816,,,7,0,48,42,0,158,0,2,369,48,1,1,NOFORM,Apple,iPhone,9.3.2,1,Yahoo,3,en-us,2
0020433a9e274bf581d57badec776077,"1:41 AM","7/17/2016",31063,cb4 nn1993,cb4 1993,0,,6,0,-230887,239638,,,7,0,58,50,0,3,174,0,5407,58,0,2,NOFORM,Apple,iPhone,9.3.2,1,Bing,1,en-us,2
0020a2ddba98416d85c5cc1216b2eed4,"1:46 AM","7/17/2016",4300,,Plenty uptopp loves to be tittyfucked hard!,0,,1,0,-230887,215923,,,0,0,0,0,0,0,0,0,0,0,0,0,NOFORM,,,10.0,1,Bing,1,en-us,1
0020a6eb55be4eeca0e98c0f176206d3,"1:24 AM","7/17/2016",11862,,таинством showthread.php?p=,0,,1,0,-230887,215923,,,0,0,0,0,0,0,0,0,0,0,0,0,QBLH,,,6.3,1,Bing,1,zh-hk,1
0020c303ffbf4d67aa85c8b3a119494e,"1:15 AM","7/17/2016",5800,many teaspoons are ounce,how many teaspoons are in an ounce,1,,5,1,4005622,1224319,,,7,0,58,0,45,1,869,18,100,58,3,11,NOFORM,Apple,iPhone,9.3.2,1,Yahoo,3,en-us,2
0020e4fa2c224e8685b10fcc67cfd9dd,"1:58 AM","7/17/2016",1006,,site:.uk approximate handler,0,,0,0,-3004994,944331,,,7,0,0,0,0,0,0,0,0,0,0,0,YHOOIL,,,6.1,1,Yahoo,1,en-us,1
0020ec02511249ca94f44641630cf0d9,"1:28 AM","7/17/2016",167,when was dillingham airfield created,When was Dillingham Airfield created?,0,,0,0,-230887,215923,,,7,0,1,1,0,0,616,0,0,1,1,31,NOFORM,,,10.0,1,Bing,1,en-us,1
0020f11bcdaa4ba7923d6bd7474a8045,"1:04 AM","7/17/2016",3944,,省先进工作者事迹材料,0,,0,0,-3004952,944233,,,7,0,0,0,0,0,0,0,0,0,0,0,,,,6.1,2,Yahoo,1,en-sg,1
00213409592f4a6d8db3b98aeb563217,"1:52 AM","7/17/2016",2450,電動床 依戀 電動床,電動床+依戀電動床,0,,10,0,-3004952,1224461,,,0,0,4,0,0,0,25,0,0,4,0,0,YETWFP,,,6.1,1,Yahoo,1,zh-tw,1
0021de78e9644f128b499c93b3772972,"1:33 AM","7/17/2016",10378,high capacity copper mining primary cone crusher technical,high capacity copper mining primary cone crusher technical,0,,10,0,-230887,215923,,,0,0,6,3,0,0,5904,145,0,6,3,128,NOFORM,,,,1,Bing,1,en-us,1
0021e6b61cd24ef981646c68c7ee483a,"1:40 AM","7/17/2016",12896,,ремонт и эксплуатация isuzu bighorn xxxx xxxx,0,,0,0,-3004994,944330,,,0,0,0,0,0,0,0,0,0,0,0,0,YHOOIL,,,5.1,1,Yahoo,1,en-us,1
00220378b0304f299ca7e45fbf076242,"1:36 AM","7/17/2016",3358,invasores de nuevo leon,invasores de nuevo león,0,,4,1,230887,239638,,,7,0,12,0,0,10,1401,42,15,12,0,0,NOFORM,RIM,BlackBerry Z10,10,1,Bing,3,es-mx,2
00220eaa7b0c43f2904ee4e9875337dd,"1:21 AM","7/17/2016",6123,,tipco,0,,1,0,-230887,215923,,,0,0,0,0,0,0,0,0,0,0,0,0,NOFORM,,,6.1,1,Bing,1,zh-cn,1
002273a44071403ab4e24e3813eaccc3,"1:13 AM","7/17/2016",52,,[url= blogspot.com viagra site:pg xm 2,0,,1,0,-230887,215923,,,7,0,0,0,0,0,0,0,0,0,0,0,QBLH,,,unknown,1,Bing,1,en-id,1
00228b78e7d147a0a7241e95f0386088,"1:04 AM","7/17/2016",36311,,site:ewu.edu sqm [url=,0,,1,0,-230887,215923,,,7,0,0,0,0,0,0,0,0,0,0,0,QBLH,,,unknown,1,Bing,1,pt-br,1
0022a2f273ee4c3c8fecda8567cf10ae,"1:52 AM","7/17/2016",36688,silicone express,silicone express,3,,10,1,230887,215923,silicone express,[qlf$1070:0$1071:0$1072:1$1075:500000$1078:1000000$1081:1000000$1084:1500000$1087:992000$1090:1000000$1093:3$1096:999474$1099:1000000$1102:0$1105:999233$1108:9986$1111:0$1114:995074$1117:999599$1120:979299$1123:0][qlf$2100:3] [maltaquery:1] [QASDirectives=1] [dfv2$Body:9429652_87773294] [InterestingTuple:4:0:0:0:1] [InterestingTuple:4:1:1:1:1] [InterestingTuple:5:0:0:0:213] [InterestingTuple:5:1:1:1:1133] [qlf$101:1$102:1$121:11389$122:9435$131:22293$141:11730$142:8790$151:23445$161:11079$162:8885$171:20241$370:883005$371:795597$677:0$678:0$684:1$688:1$1722:2677724651$1724:100029$1732:2539868304$1733:100024$1734:74858981$1735:100021$1736:481323101$1757:1753233952$1758:100019$2039:0$2040:0$2041:2$2290:422579580$2291:6$2292:1753233952$2293:6$2294:74858981$2295:5$2296:2432654959$2297:5$2298:2539868304$2299:5$2300:876502$2301:816660$2311:100014$2400:524551506$2401:657264640$2402:1583958629$2403:476466176$2442:0$2443:0$2444:0$2445:2$2446:0$2447:4625965$2448:2561470$2449:496976$2610:373228879$2611:3549709$2612:1482898274$2613:2706198] [querypath=0::10] [rankalt$w=express$a=express$s=462] [rankalt$w=silicone$a=silicon$s=204] [rankalt$w=silicone$a=silicone$s=449] [rankalt$w=silicone$a=silicones$s=110] [prop$type:GEE$id:GEEEntityTM=945254fc-661d-0555-21aa-d6bab5b9331a@0.813963@0@0@213@chemistry@chemistry.chemical_compound|879af7e6-358b-5fd9-a925-0563b2380d03@0.457739@1@1@1133@company@business.operation] [qlf$1130:263$1923:1] [qraggregator$altsource=cal] ,0,0,97,51,46,0,804,0,3421,97,6,3,PRUSEN,,,6.1,1,Bing,1,en-us,1
0022a3d0bdfa4c4f921445d5a4699402,"1:26 AM","7/17/2016",3677,disneyland tickets,disneyland tickets,5,,2,1,3004952,1195816,,,7,0,74,48,19,542,1094,17,2632,74,1,3,NOFORM,Apple,iPhone,9.1,2,Yahoo,3,en-us,2
0022af96e2784097afb54c0ee0486cff,"1:48 AM","7/17/2016",1012,temp services,temp services,7,,4,1,3004952,944232,,,0,0,101,48,43,295,21780,6,7528,101,0,1,NOFORM,,,6.2,2,Yahoo,1,en-us,1
0022e389f3b94b219fdb0618df66c789,"1:15 AM","7/17/2016",6293,inc,inc.,0,,3,0,-3004952,1224461,,,0,0,10,3,7,21,0,0,79,10,0,0,NOFORM,,,,2,Yahoo,1,zh-hk,1

